scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,turn,turn,turn,tip,tip,tip
coords,x,y,z,x,y,z
805,6.523370081522359,1.27712337060419,8.741187198777062,,,
806,6.676833031009144,1.1410405460698734,8.358640902000648,,,
807,,,,,,
808,,,,,,
809,,,,,,
810,,,,,,
811,6.651149604266167,1.0540743609699041,8.765117951917752,,,
812,6.56456690240776,1.0989244292108484,9.295914920772983,,,
813,6.219832859282442,1.170261188531455,10.380704859807842,,,
814,,,,,,
815,5.83101090477429,1.2974620389448561,12.342403990855518,,,
816,5.124926347700736,1.4639600073896195,13.913413744589173,1.458536107438724,1.6196063032990053,13.191565540166984
817,5.556719295611451,1.6907796872684269,18.326563923397664,0.8954707509710741,1.7932482991940442,16.165060853137202
818,5.8644548494473145,1.8012100955866204,20.73292701957037,0.6278894152181661,1.93595771562291,19.172356418721364
819,6.819654812421455,2.1858749618090325,25.389346817667793,0.4053813600304548,2.654078211750285,28.536674295818337
820,7.1918753382945555,2.3427339123698236,29.488531539911264,-0.6911278355536863,3.3488985739025843,38.5461098645299
821,8.276220140939536,3.1272192730846644,37.85714792172227,-2.961123885549444,6.371089579810954,67.77638051010416
822,8.835661068834789,3.7851123903730794,43.14761031312732,-4.967792895665919,9.191165373436888,90.40281419842519
823,10.740563136353368,5.612910161718144,55.946049876464144,-12.946324325447774,22.713075067777005,200.21511135995763
824,12.136182232143797,6.9782313171175145,65.24273593187031,-33.08740787407486,61.46815011319805,501.38633680742544
825,13.729443981082468,8.158560503269054,71.81304549120776,99.02513584195904,-218.74477168646615,-1679.0901146732112
826,15.485259985296613,8.504693169006424,71.50775492287947,40.494030512413524,-194.98538432064774,-1404.685993164391
827,19.43092616589553,9.894978975516313,76.250768267279,-4.014625286579638,-52.21082652582844,-350.28297502011515
828,19.31732945584154,8.342243766983886,63.00687878987066,-50.3489146099217,-120.32523862687101,-799.7437163418995
829,18.353832584048405,7.117631603568946,48.33237886441436,52.92055291659776,57.13544762245324,352.23775322957
830,17.71899812544265,6.02309810911247,41.45611878459601,25.8639036999471,19.613343714443666,119.97357011347778
831,16.57018056709677,5.7671566504834235,36.77988582573506,17.957611297309082,9.873803181185412,58.61799515752023
832,15.470616003829894,4.6523896205930395,30.417600126257277,15.540961484044338,6.5194664248941905,38.6305116897055
833,14.257799697476447,4.067744098265854,26.039494517096646,13.473383134071172,3.5616574491640485,20.57189508528314
834,13.79590977067334,3.848962432517308,23.69599071439821,13.064853607385237,4.21266498521561,22.093788714638563
835,,,,12.79324133327992,3.0733439859023184,16.370290264022447
836,13.418060578456409,3.7844880690058127,19.917843548433076,12.685517577921503,3.1325708683433997,15.987842027861921
837,,,,,,
838,,,,,,
839,13.57417908117831,3.9525843532660807,18.8934272024223,,,
840,13.629487056934178,4.207498324906596,18.966551407371465,,,
841,13.645921198521552,4.427162748847644,19.011863259989237,,,
842,13.854797072389069,4.561214931889713,19.492932299059323,,,
843,14.00717103572267,4.850483071428852,20.35226124334848,12.647777106594068,4.789859762048293,18.553758246763326
844,,,,,,
845,,,,11.96360422511421,4.731871577784789,18.638527279837795
846,14.320912304323345,4.889850257588489,24.114955887699505,10.564207920826826,3.8674097586078675,15.781200725360062
847,13.964617774312133,5.1526707650370716,25.285279665874512,9.817228654881077,4.1827363155469675,17.865851523980183
848,,,,9.480533428428485,3.996815738136527,16.26246365920663
849,,,,8.87083747532362,3.8135762231880728,15.627625006420732
850,10.449826365703782,4.076036013877761,20.877537789818376,7.75231562630327,3.377806359289984,13.899649151866786
851,9.518445040305947,3.6887837644511685,19.075955753472165,7.095700565492731,3.02101013699683,12.666381610721754
852,,,,6.569709048854552,2.7340238625686784,11.678728219329216
853,,,,5.77052682191424,2.305194875064587,10.172876366423242
854,6.6923002761418235,2.22270446669428,12.392253426242611,5.444720104903405,2.1346132090568473,9.529501071211445
855,5.5288779986664265,1.8002305503176357,9.985202584512216,,,
856,5.58279144471431,1.6737294805120817,9.489884600738332,,,
857,5.653002352229904,1.5961035968049602,9.207123478595399,,,
858,,,,,,
859,6.140920896263999,1.3881215437598537,8.480525879569637,,,
860,6.323441709717036,1.2415348439277887,8.199030728123844,,,
861,6.35697616075346,1.1397556818064032,8.068379533192035,,,
862,,,,,,
863,,,,,,
864,,,,,,
865,,,,,,
866,5.81859548541772,0.9143775679730258,8.952154704819288,,,
867,5.366562789311199,0.9929546269944703,9.965791742078595,,,
868,5.382759685760824,1.254673139500564,11.657706681577968,,,
869,4.815447165812246,1.5864640114815467,14.183825938758647,,,
870,4.863151067182844,2.4195540924772936,20.929711010784573,,,
871,5.294159282117594,3.0921326241081233,25.88600641118779,-1.5480061273315282,3.8532490986602213,25.21625759855426
872,7.463609116281332,4.852501956840379,39.991797794008036,-2.9850306836549065,6.018522401527181,40.93594767981079
873,9.351908592140497,6.515102625455087,53.878480642131194,-5.216100222202936,9.474046114125352,63.3226034728511
874,13.591660232571128,10.272208769417652,80.25382442608849,-49.92770752128767,83.32815682843022,573.0213380261182
875,16.69036819186375,13.96049867584193,111.57857739276444,27.661155096763803,-36.72710818281779,-256.84446790196404
876,21.10733785139662,20.056944693586907,158.5132019625149,14.196651518216154,-16.750561387257594,-115.80573108040416
877,21.89298107688243,23.380340883574142,184.60470441946228,13.987034220866924,-15.19262671533723,-103.82131644125221
878,20.465680338466953,27.00003767151489,205.73041164222326,13.199980522582234,-13.073080612783661,-84.8882125242629
879,15.681601565592523,18.12371716641864,142.06647876850542,13.13382894270321,-14.228834459015129,-90.41881973461588
880,12.978023700561229,14.509361933620818,101.10614378709327,12.292496015646917,-16.34696805823482,-94.55397240336714
881,11.861975900378733,11.615109703603101,75.77704204954632,12.442601341171743,-22.62785805973339,-124.09613352931761
882,11.844887038284996,7.9500924772761445,47.7475311960866,,,
883,12.599635683905676,6.987331106892922,39.21677685150463,18.423953134775026,63.02722702544945,324.94507047746174
884,12.814225967899796,5.795845502914399,32.28660270328408,15.287589322836004,19.482487901059315,98.82204181424758
885,13.149322674178624,4.3218103849971845,23.81694573900184,13.722928806536226,7.3495518753849725,35.80228890693238
886,,,,13.197351490985877,4.694996432584369,22.239285375538135
887,13.158097656324966,3.3842635560296648,18.01923835323727,12.8891686621812,3.438076702344805,16.50012813876359
888,13.135581469656971,3.271611538918056,17.40899730221044,,,
889,12.717922454623995,3.069712308333428,16.493659957327626,,,
890,12.671218200349855,3.0690438383231977,16.314053293657576,12.802268164351894,3.5204792779378735,16.049403829194983
891,12.638038977877804,3.2144267051286852,16.58202460998124,,,
892,12.551646941361273,3.323479892659881,16.92097525928993,,,
893,12.3924903562877,3.734973804086634,18.12464210648258,,,
894,,,,12.525282743953229,4.542959872159657,19.79887481181598
895,12.241075375418085,5.143030243501022,22.695780884499733,12.40767142147835,5.778191501463921,22.891231341521703
896,12.143242475920546,5.327493299761908,23.174421907156315,12.327230939482748,5.086997059154283,19.511818121916484
897,12.08625182782639,5.422086482591093,23.54210754262121,,,
898,12.038823703251376,5.497007221343326,23.789315829042437,12.18380235131073,5.3923150046012,20.32853030520575
899,12.011154110205018,5.561215373830406,24.242058343705615,12.186339699596664,5.504571710308383,20.773730054990608
900,12.0312114950343,5.632093837727679,24.88131703837387,12.179736853644139,5.611087981053372,21.313078571731143
901,12.059141036108818,5.719789946889133,25.558242883015833,12.182162359111292,5.7758328605942015,22.15690383194865
902,12.149561829604702,5.835876825740004,25.950710854442285,12.25440782364924,5.8256114061771225,22.436493348037853
903,12.331234737711306,5.934785686437937,26.16784834832555,12.217117165276324,5.759679711673053,22.168261325536225
904,12.445090913117777,5.802934516771324,25.85352276353589,12.40175258976517,5.6380186422783245,22.04586026148647
905,12.531390417385932,5.840958802120592,25.950916697857373,12.461011261720474,5.658899663912939,22.258419839473117
906,12.591290999774417,5.943854023662661,26.300294298025094,12.504668023409183,5.6730829308239965,22.432186612995565
907,12.607400855928992,5.945089066583779,26.683039405926145,12.463927541180741,5.605887507238304,22.52756458484323
908,12.706916801322482,6.056777184267626,27.175435624049932,12.282191010247479,5.543543780810551,22.29607352158498
909,12.614319715894105,6.108554283205362,27.4090009395228,11.777521460260123,5.409248663427166,21.830774118414396
910,12.541637512754324,6.157307767953306,27.797832576861413,11.44530187446291,5.359783909658413,21.705826395490963
911,12.613171815112167,6.184930507852383,28.241276491809934,11.168457475169737,5.271175465166825,21.390299381881096
912,12.966186863056272,6.0003481042378946,29.305728846025374,10.50203817423269,4.751287753258731,20.289916943552367
913,13.116614161241468,5.9961943129005,29.834192204462543,10.397521814114032,4.683325140855253,20.262199555967634
914,13.705993053859066,5.990980875502933,31.989273647121127,10.187840425177765,4.557147793281612,20.340981358360576
915,13.768509117618404,5.8730902472950826,32.36340459373874,10.070083032869173,4.483744151581208,20.30593223287618
916,13.681071508362706,5.714238653281558,32.74609984685572,9.680775059205315,4.427232192734796,20.03210621220436
917,12.502634862873713,5.071772282694757,30.067064590339267,8.81970387774226,4.086612003785983,18.41016697894404
918,11.428243879306065,4.65401313024462,27.740150424268446,8.021071195158848,3.783631743471113,17.226399337630195
919,10.44726254294073,4.1359892870409105,25.45434233574968,7.378838481065303,3.4552207519509572,15.894359618060866
920,8.1471495321901,3.192324766595564,20.078468768599624,6.164505868991681,2.8116089856092867,13.37153349180832
921,7.420749347819751,2.9184989715713243,18.367329444450824,5.710803182379833,2.5653006926694304,12.411523889657573
922,6.609919059749197,2.550849123756035,16.394885046746346,5.280626522632979,2.356299871821547,11.524415629920874
923,6.283980074271571,0.7322243516100195,14.711356919094438,4.795611577237897,2.094987901735244,10.536802998943566
924,5.249579852846255,2.051446771215219,12.726116061127799,4.478382243681017,1.9380869631627144,9.834243989517772
925,5.3013431820030545,1.8448753729332859,12.365813769746824,,,
926,5.167377214891873,1.6701029963553995,11.141570425698427,,,
927,5.649955063671221,1.3663618743790664,9.983387312378888,,,
928,5.666621080096733,1.1744200471690998,9.390382356337293,,,
929,,,,,,
930,5.886419726402298,1.0224450758278658,8.970635500060736,,,
931,6.247710625989602,0.8229186633238627,8.598251951311902,,,
932,6.426347659536452,0.734555374979141,8.479516236050749,,,
933,,,,,,
934,,,,,,
935,,,,,,
936,,,,,,
937,,,,,,
938,,,,,,
939,,,,,,
940,,,,,,
941,-7.693090350495233,-6.792340113881963,-27.326424628640105,,,
942,,,,,,
943,,,,,,
944,,,,,,
945,,,,,,
946,,,,,,
947,,,,,,
948,,,,,,
949,,,,,,
950,,,,,,
951,,,,,,
952,,,,,,
953,,,,,,
954,,,,,,
955,,,,,,
956,,,,,,
957,,,,,,
958,,,,,,
959,,,,,,
960,,,,,,
961,,,,,,
962,,,,,,
963,,,,,,
964,,,,,,
965,,,,,,
966,,,,,,
967,,,,,,
968,,,,,,
969,,,,,,
970,,,,,,
971,,,,,,
972,,,,,,
973,,,,,,
974,,,,,,
975,,,,,,
976,,,,,,
977,,,,,,
978,,,,,,
979,,,,,,
980,,,,,,
981,,,,,,
982,,,,,,
983,,,,,,
984,,,,,,
985,,,,,,
986,,,,,,
987,,,,,,
988,,,,,,
989,,,,,,
990,,,,,,
991,,,,,,
992,,,,,,
993,,,,,,
994,,,,,,
995,,,,,,
996,,,,,,
997,,,,,,
998,,,,,,
999,,,,,,
1000,,,,,,
1001,,,,,,
1002,,,,,,
1003,,,,,,
1004,,,,,,
1005,,,,,,
1006,,,,,,
1007,,,,,,
1008,,,,,,
1009,,,,,,
1010,,,,,,
1011,,,,,,
1012,,,,,,
1013,,,,,,
1014,,,,,,
1015,,,,,,
1016,,,,,,
1017,,,,,,
1018,,,,,,
1019,,,,,,
1020,,,,,,
1021,,,,,,
1022,,,,,,
1023,,,,,,
1024,,,,,,
1025,,,,,,
1026,,,,,,
1027,,,,,,
1028,,,,,,
1029,,,,,,
1030,,,,,,
1031,,,,,,
1032,,,,,,
1033,,,,,,
1034,,,,,,
1035,,,,,,
1036,,,,,,
1037,,,,,,
1038,,,,,,
1039,,,,,,
1040,,,,,,
1041,,,,,,
1042,,,,,,
1043,,,,,,
1044,,,,,,
1045,,,,,,
1046,,,,,,
1047,,,,,,
1048,,,,,,
1049,,,,,,
1050,,,,,,
1051,,,,,,
1052,,,,,,
1053,,,,,,
1054,,,,,,
1055,,,,,,
